record_id,work_date,month,week_start,shift,department,employee_count,labor_hours,units_picked,orders_picked,accurate_orders,quality_defects,safety_incidents
292,2026-01-20,2026-01,2026-01-19,Day,Stow,20,203.5,46327,17420,17140,117,0
293,2026-01-20,2026-01,2026-01-19,Night,Stow,41,392.07,82468,21768,21454,334,0
294,2026-01-20,2026-01,2026-01-19,Weekend,Stow,30,256.33,56216,15619,15362,227,0
295,2026-01-20,2026-01,2026-01-19,Day,Receive,35,318.76,58762,15603,15465,196,0
296,2026-01-20,2026-01,2026-01-19,Night,Receive,32,307.59,57143,18729,18562,138,0
297,2026-01-20,2026-01,2026-01-19,Weekend,Receive,26,227.22,42401,12381,12192,134,0
298,2026-01-20,2026-01,2026-01-19,Day,Sort,18,159.0,41169,13068,12951,103,0
299,2026-01-20,2026-01,2026-01-19,Night,Sort,25,243.32,62606,24314,24052,174,0
300,2026-01-20,2026-01,2026-01-19,Weekend,Sort,34,346.4,81929,22347,22171,194,0
301,2026-01-21,2026-01,2026-01-19,Day,Pick,28,247.14,83702,22160,21953,203,0
302,2026-01-21,2026-01,2026-01-19,Night,Pick,35,353.76,111812,30562,30302,273,0
303,2026-01-21,2026-01,2026-01-19,Weekend,Pick,29,292.75,84679,24493,24225,205,0
304,2026-01-21,2026-01,2026-01-19,Day,Pack,30,261.93,67195,25989,25763,152,0
305,2026-01-21,2026-01,2026-01-19,Night,Pack,32,321.49,77260,20611,20486,109,0
306,2026-01-21,2026-01,2026-01-19,Weekend,Pack,24,215.87,44970,15402,15286,85,0
307,2026-01-21,2026-01,2026-01-19,Day,Stow,19,168.78,39824,12584,12452,105,0
308,2026-01-21,2026-01,2026-01-19,Night,Stow,41,393.95,79787,31484,31161,229,0
309,2026-01-21,2026-01,2026-01-19,Weekend,Stow,24,242.09,53073,22228,22017,172,0
310,2026-01-21,2026-01,2026-01-19,Day,Receive,37,357.67,69361,26854,26507,172,0
311,2026-01-21,2026-01,2026-01-19,Night,Receive,38,343.77,60638,20075,19844,130,0
312,2026-01-21,2026-01,2026-01-19,Weekend,Receive,33,322.44,54539,21600,21319,111,0
313,2026-01-21,2026-01,2026-01-19,Day,Sort,41,355.17,95437,25824,25621,204,0
314,2026-01-21,2026-01,2026-01-19,Night,Sort,28,246.79,65447,25238,25034,189,0
315,2026-01-21,2026-01,2026-01-19,Weekend,Sort,42,414.91,111719,34623,34326,199,0
316,2026-01-22,2026-01,2026-01-19,Day,Pick,23,198.99,63650,25516,25353,214,0
317,2026-01-22,2026-01,2026-01-19,Night,Pick,34,287.67,90418,24356,24157,271,0
318,2026-01-22,2026-01,2026-01-19,Weekend,Pick,38,335.03,97515,44032,43616,230,0
319,2026-01-22,2026-01,2026-01-19,Day,Pack,39,393.16,107620,33064,32721,203,0
320,2026-01-22,2026-01,2026-01-19,Night,Pack,18,168.35,38387,10199,10093,85,0
321,2026-01-22,2026-01,2026-01-19,Weekend,Pack,23,197.63,41309,16942,16790,77,0
322,2026-01-22,2026-01,2026-01-19,Day,Stow,26,255.6,54050,14472,14272,148,0
323,2026-01-22,2026-01,2026-01-19,Night,Stow,27,260.04,58968,18166,17973,225,0
324,2026-01-22,2026-01,2026-01-19,Weekend,Stow,30,272.37,54889,17053,16850,132,0
325,2026-01-22,2026-01,2026-01-19,Day,Receive,38,372.85,74549,20866,20558,218,0
326,2026-01-22,2026-01,2026-01-19,Night,Receive,24,240.53,45865,14763,14566,167,0
327,2026-01-22,2026-01,2026-01-19,Weekend,Receive,26,260.49,46054,20444,20279,117,0
328,2026-01-22,2026-01,2026-01-19,Day,Sort,36,311.74,92591,26353,26219,182,0
329,2026-01-22,2026-01,2026-01-19,Night,Sort,36,356.49,91501,25176,24928,240,0
330,2026-01-22,2026-01,2026-01-19,Weekend,Sort,40,388.14,96428,25653,25343,209,0
331,2026-01-23,2026-01,2026-01-19,Day,Pick,28,265.7,86008,27278,27121,196,0
332,2026-01-23,2026-01,2026-01-19,Night,Pick,32,297.06,85604,23100,22868,244,0
333,2026-01-23,2026-01,2026-01-19,Weekend,Pick,20,195.8,52917,20397,20134,116,0
334,2026-01-23,2026-01,2026-01-19,Day,Pack,38,329.75,82352,29654,29364,195,0
335,2026-01-23,2026-01,2026-01-19,Night,Pack,42,373.19,82823,33131,32902,158,0
336,2026-01-23,2026-01,2026-01-19,Weekend,Pack,18,154.1,35074,11117,11070,80,0
337,2026-01-23,2026-01,2026-01-19,Day,Stow,31,282.04,59707,16395,16227,255,0
338,2026-01-23,2026-01,2026-01-19,Night,Stow,23,221.57,44471,16907,16647,113,0
339,2026-01-23,2026-01,2026-01-19,Weekend,Stow,26,238.11,48056,20686,20366,132,0
340,2026-01-23,2026-01,2026-01-19,Day,Receive,37,351.87,69002,28551,28110,185,0
341,2026-01-23,2026-01,2026-01-19,Night,Receive,30,295.42,52775,19292,19119,186,0
342,2026-01-23,2026-01,2026-01-19,Weekend,Receive,22,196.7,35021,10572,10449,80,0
343,2026-01-23,2026-01,2026-01-19,Day,Sort,28,249.89,72631,24327,24135,137,0
344,2026-01-23,2026-01,2026-01-19,Night,Sort,30,271.71,76695,30438,30300,138,0
345,2026-01-23,2026-01,2026-01-19,Weekend,Sort,18,182.08,44916,13475,13354,88,0
346,2026-01-24,2026-01,2026-01-19,Day,Pick,31,297.95,88372,32919,32541,177,0
347,2026-01-24,2026-01,2026-01-19,Night,Pick,30,255.99,82425,27783,27497,212,0
348,2026-01-24,2026-01,2026-01-19,Weekend,Pick,40,366.12,94167,25115,24917,289,0
349,2026-01-24,2026-01,2026-01-19,Day,Pack,20,171.94,41824,12816,12698,83,0
350,2026-01-24,2026-01,2026-01-19,Night,Pack,38,365.54,85301,25057,24987,150,1
351,2026-01-24,2026-01,2026-01-19,Weekend,Pack,26,228.79,53861,17415,17328,82,0
352,2026-01-24,2026-01,2026-01-19,Day,Stow,32,313.29,72823,24268,23910,167,0
353,2026-01-24,2026-01,2026-01-19,Night,Stow,31,311.77,61571,17442,17239,183,0
354,2026-01-24,2026-01,2026-01-19,Weekend,Stow,24,224.11,44122,18726,18506,140,0
355,2026-01-24,2026-01,2026-01-19,Day,Receive,19,187.31,34448,9680,9580,110,0
356,2026-01-24,2026-01,2026-01-19,Night,Receive,41,362.4,62877,25599,25317,233,0
357,2026-01-24,2026-01,2026-01-19,Weekend,Receive,30,286.01,47172,14507,14328,156,0
358,2026-01-24,2026-01,2026-01-19,Day,Sort,32,302.91,83355,25050,24778,218,0
359,2026-01-24,2026-01,2026-01-19,Night,Sort,20,188.78,52108,17034,16871,95,0
360,2026-01-24,2026-01,2026-01-19,Weekend,Sort,39,388.16,96899,30069,29837,234,0
361,2026-01-25,2026-01,2026-01-19,Day,Pick,29,261.97,82468,33306,33036,252,0
362,2026-01-25,2026-01,2026-01-19,Night,Pick,36,307.89,85088,35623,35229,174,0
363,2026-01-25,2026-01,2026-01-19,Weekend,Pick,34,309.37,88317,28310,28024,224,0
364,2026-01-25,2026-01,2026-01-19,Day,Pack,38,382.86,91815,37217,36912,136,0
365,2026-01-25,2026-01,2026-01-19,Night,Pack,37,314.37,72815,32869,32560,161,0
366,2026-01-25,2026-01,2026-01-19,Weekend,Pack,34,325.57,72183,24168,24052,128,0
367,2026-01-25,2026-01,2026-01-19,Day,Stow,36,304.4,72919,27338,26920,245,0
368,2026-01-25,2026-01,2026-01-19,Night,Stow,32,301.38,67470,22546,22244,232,0
369,2026-01-25,2026-01,2026-01-19,Weekend,Stow,35,345.87,68326,19432,19098,255,0
370,2026-01-25,2026-01,2026-01-19,Day,Receive,31,266.11,55708,16374,16159,211,0
371,2026-01-25,2026-01,2026-01-19,Night,Receive,29,288.61,49236,13736,13536,169,0
372,2026-01-25,2026-01,2026-01-19,Weekend,Receive,41,387.79,65963,19766,19560,149,0
373,2026-01-25,2026-01,2026-01-19,Day,Sort,24,236.74,70133,22535,22349,168,0
374,2026-01-25,2026-01,2026-01-19,Night,Sort,40,357.07,94741,25442,25229,268,0
375,2026-01-25,2026-01,2026-01-19,Weekend,Sort,22,222.93,58222,15864,15792,162,0
376,2026-01-26,2026-01,2026-01-26,Day,Pick,22,194.69,64105,18183,18048,183,0
377,2026-01-26,2026-01,2026-01-26,Night,Pick,36,343.38,103926,37113,36634,316,0
378,2026-01-26,2026-01,2026-01-26,Weekend,Pick,30,279.84,75389,20386,20171,248,0
379,2026-01-26,2026-01,2026-01-26,Day,Pack,18,179.35,48555,20670,20614,97,0
380,2026-01-26,2026-01,2026-01-26,Night,Pack,20,196.64,45872,12236,12188,84,0
381,2026-01-26,2026-01,2026-01-26,Weekend,Pack,27,243.21,55590,17899,17781,92,0
382,2026-01-26,2026-01,2026-01-26,Day,Stow,19,161.17,37714,10658,10473,157,0
383,2026-01-26,2026-01,2026-01-26,Night,Stow,32,268.84,62100,24607,24312,156,0
384,2026-01-26,2026-01,2026-01-26,Weekend,Stow,23,229.4,49578,21103,20795,120,0
385,2026-01-26,2026-01,2026-01-26,Day,Receive,38,330.52,64093,23837,23601,153,0
386,2026-01-26,2026-01,2026-01-26,Night,Receive,40,342.85,59928,25779,25502,174,0
387,2026-01-26,2026-01,2026-01-26,Weekend,Receive,18,173.74,32103,8491,8388,71,0
388,2026-01-26,2026-01,2026-01-26,Day,Sort,30,256.82,76088,32171,31863,150,0
389,2026-01-26,2026-01,2026-01-26,Night,Sort,42,418.91,112509,34266,33856,264,0
390,2026-01-26,2026-01,2026-01-26,Weekend,Sort,23,211.42,54619,17042,16850,116,0
391,2026-01-27,2026-01,2026-01-26,Day,Pick,24,205.34,60451,17759,17603,144,0
392,2026-01-27,2026-01,2026-01-26,Night,Pick,28,275.07,77685,24041,23764,212,0
393,2026-01-27,2026-01,2026-01-26,Weekend,Pick,27,264.66,76809,21596,21418,172,0
394,2026-01-27,2026-01,2026-01-26,Day,Pack,34,297.15,74237,22956,22859,162,0
395,2026-01-27,2026-01,2026-01-26,Night,Pack,30,258.09,61330,19468,19346,147,0
396,2026-01-27,2026-01,2026-01-26,Weekend,Pack,28,241.85,58054,18670,18529,120,0
397,2026-01-27,2026-01,2026-01-26,Day,Stow,42,358.32,83272,37475,36884,346,0
398,2026-01-27,2026-01,2026-01-26,Night,Stow,30,279.36,60994,20320,20032,226,0
399,2026-01-27,2026-01,2026-01-26,Weekend,Stow,35,327.87,62213,26658,26208,259,0
400,2026-01-27,2026-01,2026-01-26,Day,Receive,22,206.04,39913,12415,12305,128,0
401,2026-01-27,2026-01,2026-01-26,Night,Receive,40,367.5,73258,28375,27991,267,0
402,2026-01-27,2026-01,2026-01-26,Weekend,Receive,37,351.35,59307,17512,17344,129,0
403,2026-01-27,2026-01,2026-01-26,Day,Sort,40,336.82,94517,34311,34024,257,0
404,2026-01-27,2026-01,2026-01-26,Night,Sort,29,250.23,68850,26178,26036,182,0
405,2026-01-27,2026-01,2026-01-26,Weekend,Sort,31,275.58,63079,18888,18739,104,0
406,2026-01-28,2026-01,2026-01-26,Day,Pick,29,246.49,83245,33743,33330,250,0
407,2026-01-28,2026-01,2026-01-26,Night,Pick,39,378.34,106460,35320,34856,336,0
408,2026-01-28,2026-01,2026-01-26,Weekend,Pick,33,298.82,90191,36275,36064,163,0
409,2026-01-28,2026-01,2026-01-26,Day,Pack,40,389.33,97761,36009,35751,206,0
410,2026-01-28,2026-01,2026-01-26,Night,Pack,20,188.58,41745,12738,12610,63,0
411,2026-01-28,2026-01,2026-01-26,Weekend,Pack,19,192.23,39967,13575,13463,90,0
412,2026-01-28,2026-01,2026-01-26,Day,Stow,35,322.78,72108,27042,26738,272,0
413,2026-01-28,2026-01,2026-01-26,Night,Stow,29,274.49,58505,17026,16755,241,0
414,2026-01-28,2026-01,2026-01-26,Weekend,Stow,25,216.78,47290,21128,20850,168,0
415,2026-01-28,2026-01,2026-01-26,Day,Receive,18,182.01,32738,10068,9980,107,0
416,2026-01-28,2026-01,2026-01-26,Night,Receive,34,345.77,62805,16802,16672,139,0
417,2026-01-28,2026-01,2026-01-26,Weekend,Receive,19,191.11,35794,11807,11690,94,0
418,2026-01-28,2026-01,2026-01-26,Day,Sort,20,188.91,53097,16492,16338,127,0
419,2026-01-28,2026-01,2026-01-26,Night,Sort,39,395.29,98621,37676,37300,265,0
420,2026-01-28,2026-01,2026-01-26,Weekend,Sort,41,368.48,90751,35260,35085,157,0
421,2026-01-29,2026-01,2026-01-26,Day,Pick,21,182.27,54325,18442,18253,142,0
422,2026-01-29,2026-01,2026-01-26,Night,Pick,24,221.12,64988,18235,18002,199,0
423,2026-01-29,2026-01,2026-01-26,Weekend,Pick,40,386.18,99395,28098,27792,189,0
424,2026-01-29,2026-01,2026-01-26,Day,Pack,29,264.28,61872,23103,23012,91,0
425,2026-01-29,2026-01,2026-01-26,Night,Pack,32,300.82,72136,30676,30379,158,0
426,2026-01-29,2026-01,2026-01-26,Weekend,Pack,19,188.0,46056,19117,19042,78,0
427,2026-01-29,2026-01,2026-01-26,Day,Stow,38,324.95,75501,20584,20236,326,0
428,2026-01-29,2026-01,2026-01-26,Night,Stow,38,349.53,69606,19080,18873,204,0
429,2026-01-29,2026-01,2026-01-26,Weekend,Stow,32,271.72,59194,20461,20222,194,0
430,2026-01-29,2026-01,2026-01-26,Day,Receive,31,270.04,50620,20253,19984,181,0
431,2026-01-29,2026-01,2026-01-26,Night,Receive,37,351.89,66573,22204,22017,189,0
432,2026-01-29,2026-01,2026-01-26,Weekend,Receive,30,259.41,42892,11864,11730,133,0
433,2026-01-29,2026-01,2026-01-26,Day,Sort,18,183.26,54070,19488,19329,121,0
434,2026-01-29,2026-01,2026-01-26,Night,Sort,34,305.28,76650,34193,33929,121,0
435,2026-01-29,2026-01,2026-01-26,Weekend,Sort,26,221.14,59792,19623,19498,178,0
436,2026-01-30,2026-01,2026-01-26,Day,Pick,21,185.77,56180,18396,18264,166,0
437,2026-01-30,2026-01,2026-01-26,Night,Pick,25,235.91,75856,26885,26723,255,0
438,2026-01-30,2026-01,2026-01-26,Weekend,Pick,25,236.66,70068,21129,20998,126,0
439,2026-01-30,2026-01,2026-01-26,Day,Pack,36,338.92,87338,34919,34828,200,0
440,2026-01-30,2026-01,2026-01-26,Night,Pack,27,235.33,51275,22392,22265,66,0
441,2026-01-30,2026-01,2026-01-26,Weekend,Pack,28,281.46,60032,24922,24803,140,0
442,2026-01-30,2026-01,2026-01-26,Day,Stow,28,238.2,51045,15340,15089,126,0
443,2026-01-30,2026-01,2026-01-26,Night,Stow,29,293.74,61258,16525,16288,150,0
444,2026-01-30,2026-01,2026-01-26,Weekend,Stow,22,223.44,47117,16253,16052,153,0
445,2026-01-30,2026-01,2026-01-26,Day,Receive,40,405.75,82970,22509,22302,196,0
446,2026-01-30,2026-01,2026-01-26,Night,Receive,23,208.87,40115,15017,14806,79,0
447,2026-01-30,2026-01,2026-01-26,Weekend,Receive,36,327.78,62393,16663,16409,191,0
448,2026-01-30,2026-01,2026-01-26,Day,Sort,37,325.51,92482,25004,24720,241,0
449,2026-01-30,2026-01,2026-01-26,Night,Sort,28,243.66,68241,29138,28939,167,0
450,2026-01-30,2026-01,2026-01-26,Weekend,Sort,32,269.46,63435,19170,18984,169,0
451,2026-01-31,2026-01,2026-01-26,Day,Pick,19,172.8,57107,15226,15128,146,0
452,2026-01-31,2026-01,2026-01-26,Night,Pick,35,317.65,99538,28752,28497,297,0
453,2026-01-31,2026-01,2026-01-26,Weekend,Pick,32,273.05,81385,30460,30126,268,0
454,2026-01-31,2026-01,2026-01-26,Day,Pack,23,229.96,55017,23714,23644,132,0
455,2026-01-31,2026-01,2026-01-26,Night,Pack,37,370.29,91238,31569,31403,180,0
456,2026-01-31,2026-01,2026-01-26,Weekend,Pack,19,163.06,34806,13900,13832,73,0
457,2026-01-31,2026-01,2026-01-26,Day,Stow,26,249.32,54963,23354,23019,186,0
458,2026-01-31,2026-01,2026-01-26,Night,Stow,19,171.94,36214,13557,13392,126,0
459,2026-01-31,2026-01,2026-01-26,Weekend,Stow,18,157.91,32755,8704,8585,81,0
460,2026-01-31,2026-01,2026-01-26,Day,Receive,33,306.25,62270,26545,26249,143,0
461,2026-01-31,2026-01,2026-01-26,Night,Receive,29,253.34,42863,14762,14564,149,0
462,2026-01-31,2026-01,2026-01-26,Weekend,Receive,22,214.59,38641,16534,16323,114,0
463,2026-01-31,2026-01,2026-01-26,Day,Sort,36,317.14,82016,29090,28848,240,0
464,2026-01-31,2026-01,2026-01-26,Night,Sort,33,311.22,77630,28986,28715,214,0
465,2026-01-31,2026-01,2026-01-26,Weekend,Sort,36,360.75,94456,28762,28545,162,0
466,2026-02-01,2026-02,2026-01-26,Day,Pick,23,232.49,70160,27633,27303,128,0
467,2026-02-01,2026-02,2026-01-26,Night,Pick,39,358.16,116833,36470,36221,253,0
468,2026-02-01,2026-02,2026-01-26,Weekend,Pick,20,171.13,49089,15921,15815,127,0
469,2026-02-01,2026-02,2026-01-26,Day,Pack,18,176.68,46569,15338,15228,81,0
470,2026-02-01,2026-02,2026-01-26,Night,Pack,36,340.16,88653,37560,37197,193,0
471,2026-02-01,2026-02,2026-01-26,Weekend,Pack,35,349.45,85133,32461,32290,164,0
472,2026-02-01,2026-02,2026-01-26,Day,Stow,23,204.6,44338,13970,13803,103,0
473,2026-02-01,2026-02,2026-01-26,Night,Stow,28,270.0,53579,18099,17821,162,0
474,2026-02-01,2026-02,2026-01-26,Weekend,Stow,27,241.91,52608,14723,14546,224,0
475,2026-02-01,2026-02,2026-01-26,Day,Receive,27,274.15,54260,15409,15203,148,0
476,2026-02-01,2026-02,2026-01-26,Night,Receive,24,220.68,44223,15509,15329,128,0
477,2026-02-01,2026-02,2026-01-26,Weekend,Receive,19,177.22,29426,10907,10782,65,0
478,2026-02-01,2026-02,2026-01-26,Day,Sort,36,304.28,81684,23122,22988,155,0
479,2026-02-01,2026-02,2026-01-26,Night,Sort,29,280.38,71290,20267,20096,175,0
480,2026-02-01,2026-02,2026-01-26,Weekend,Sort,18,159.04,39899,13693,13627,89,0
481,2026-02-02,2026-02,2026-02-02,Day,Pick,29,252.14,86684,25508,25304,192,0
482,2026-02-02,2026-02,2026-02-02,Night,Pick,23,228.55,71874,28264,27932,152,0
483,2026-02-02,2026-02,2026-02-02,Weekend,Pick,38,347.21,90079,26121,25929,159,0
484,2026-02-02,2026-02,2026-02-02,Day,Pack,38,331.05,89986,35178,34980,213,0
485,2026-02-02,2026-02,2026-02-02,Night,Pack,40,382.28,90677,32357,32108,141,0
486,2026-02-02,2026-02,2026-02-02,Weekend,Pack,39,364.15,84912,27084,26801,206,0
487,2026-02-02,2026-02,2026-02-02,Day,Stow,29,272.91,64257,24227,23936,208,0
488,2026-02-02,2026-02,2026-02-02,Night,Stow,26,248.38,57131,21824,21566,234,0
489,2026-02-02,2026-02,2026-02-02,Weekend,Stow,22,205.28,40083,17497,17311,157,0
490,2026-02-02,2026-02,2026-02-02,Day,Receive,28,269.51,56041,17251,17121,136,0
491,2026-02-02,2026-02,2026-02-02,Night,Receive,30,291.78,55234,14567,14436,143,0
492,2026-02-02,2026-02,2026-02-02,Weekend,Receive,39,365.13,67903,18601,18413,196,0
493,2026-02-02,2026-02,2026-02-02,Day,Sort,39,389.13,104232,44238,43730,199,0
494,2026-02-02,2026-02,2026-02-02,Night,Sort,42,421.79,120787,33189,32948,224,0
495,2026-02-02,2026-02,2026-02-02,Weekend,Sort,27,247.23,66478,23787,23601,146,0
496,2026-02-03,2026-02,2026-02-02,Day,Pick,19,189.23,61658,16615,16400,197,0
497,2026-02-03,2026-02,2026-02-02,Night,Pick,39,354.39,102254,44721,44423,202,0
498,2026-02-03,2026-02,2026-02-02,Weekend,Pick,31,315.49,95922,25385,25071,302,0
499,2026-02-03,2026-02,2026-02-02,Day,Pack,20,185.55,48975,19725,19618,62,0
500,2026-02-03,2026-02,2026-02-02,Night,Pack,42,411.28,100272,40869,40697,218,0
501,2026-02-03,2026-02,2026-02-02,Weekend,Pack,31,295.75,66289,17703,17571,86,0
502,2026-02-03,2026-02,2026-02-02,Day,Stow,29,293.19,72678,21307,21025,166,1
503,2026-02-03,2026-02,2026-02-02,Night,Stow,41,362.76,81072,29470,28985,246,0
504,2026-02-03,2026-02,2026-02-02,Weekend,Stow,23,195.9,36845,9911,9774,122,0
505,2026-02-03,2026-02,2026-02-02,Day,Receive,31,309.95,67509,24563,24359,176,0
506,2026-02-03,2026-02,2026-02-02,Night,Receive,30,253.03,44852,11879,11715,90,0
507,2026-02-03,2026-02,2026-02-02,Weekend,Receive,21,190.26,34568,15297,15167,84,0
508,2026-02-03,2026-02,2026-02-02,Day,Sort,19,179.91,46966,19792,19677,76,0
509,2026-02-03,2026-02,2026-02-02,Night,Sort,32,290.7,77704,26260,25964,197,0
510,2026-02-03,2026-02,2026-02-02,Weekend,Sort,27,247.25,57691,19024,18881,147,0
511,2026-02-04,2026-02,2026-02-02,Day,Pick,21,195.74,64164,24192,24017,164,0
512,2026-02-04,2026-02,2026-02-02,Night,Pick,42,372.68,112046,44416,44066,250,0
513,2026-02-04,2026-02,2026-02-02,Weekend,Pick,33,331.28,97258,32757,32376,172,0
514,2026-02-04,2026-02,2026-02-02,Day,Pack,21,207.97,55259,22660,22438,103,0
515,2026-02-04,2026-02,2026-02-02,Night,Pack,21,210.6,51966,17731,17683,82,0
516,2026-02-04,2026-02,2026-02-02,Weekend,Pack,23,229.39,55642,20041,19939,98,0
517,2026-02-04,2026-02,2026-02-02,Day,Stow,42,420.11,88688,36626,36175,259,0
518,2026-02-04,2026-02,2026-02-02,Night,Stow,37,328.67,73957,26449,26059,183,0
519,2026-02-04,2026-02,2026-02-02,Weekend,Stow,32,284.46,57067,16025,15847,205,0
520,2026-02-04,2026-02,2026-02-02,Day,Receive,21,181.41,37755,10013,9925,81,0
521,2026-02-04,2026-02,2026-02-02,Night,Receive,33,324.85,62535,25114,24801,163,0
522,2026-02-04,2026-02,2026-02-02,Weekend,Receive,39,389.37,71697,19769,19539,204,0
523,2026-02-04,2026-02,2026-02-02,Day,Sort,32,271.45,73827,27315,27128,185,0
524,2026-02-04,2026-02,2026-02-02,Night,Sort,36,349.3,87980,23592,23462,201,0
525,2026-02-04,2026-02,2026-02-02,Weekend,Sort,37,317.14,82044,31583,31276,206,0
526,2026-02-05,2026-02,2026-02-02,Day,Pick,35,350.2,114701,51699,51388,295,0
527,2026-02-05,2026-02,2026-02-02,Night,Pick,33,328.84,90921,30443,30091,302,0
528,2026-02-05,2026-02,2026-02-02,Weekend,Pick,25,234.77,65211,18593,18354,161,0
529,2026-02-05,2026-02,2026-02-02,Day,Pack,20,198.84,50783,21249,21110,103,0
530,2026-02-05,2026-02,2026-02-02,Night,Pack,31,262.4,63665,18079,18004,152,0
531,2026-02-05,2026-02,2026-02-02,Weekend,Pack,34,320.01,75028,25607,25408,167,0
532,2026-02-05,2026-02,2026-02-02,Day,Stow,32,287.92,69876,22113,21853,209,0
533,2026-02-05,2026-02,2026-02-02,Night,Stow,21,205.1,42076,15322,15156,179,0
534,2026-02-05,2026-02,2026-02-02,Weekend,Stow,34,308.48,58709,16151,15932,232,0
535,2026-02-05,2026-02,2026-02-02,Day,Receive,31,266.37,54329,21731,21556,145,0
536,2026-02-05,2026-02,2026-02-02,Night,Receive,24,232.57,40314,14080,13966,140,0
537,2026-02-05,2026-02,2026-02-02,Weekend,Receive,42,420.22,73765,23470,23201,274,1
538,2026-02-05,2026-02,2026-02-02,Day,Sort,41,347.98,106635,30105,29845,242,0
539,2026-02-05,2026-02,2026-02-02,Night,Sort,23,221.84,55343,15792,15608,137,0
540,2026-02-05,2026-02,2026-02-02,Weekend,Sort,28,260.61,64152,17029,16941,169,0
541,2026-02-06,2026-02,2026-02-02,Day,Pick,28,284.11,90428,37469,37087,261,0
542,2026-02-06,2026-02,2026-02-02,Night,Pick,27,267.77,80861,29924,29696,214,0
543,2026-02-06,2026-02,2026-02-02,Weekend,Pick,24,228.56,62458,22692,22508,209,0
544,2026-02-06,2026-02,2026-02-02,Day,Pack,23,214.06,57128,21035,20834,96,0
545,2026-02-06,2026-02,2026-02-02,Night,Pack,36,363.49,90725,27670,27577,171,0
546,2026-02-06,2026-02,2026-02-02,Weekend,Pack,31,305.5,69972,31231,30939,143,0
547,2026-02-06,2026-02,2026-02-02,Day,Stow,42,412.19,103747,31501,30987,246,0
548,2026-02-06,2026-02,2026-02-02,Night,Stow,24,234.16,46311,13222,13001,187,0
549,2026-02-06,2026-02,2026-02-02,Weekend,Stow,25,243.41,50407,19536,19317,197,0
550,2026-02-06,2026-02,2026-02-02,Day,Receive,39,330.9,64760,22592,22384,208,0
551,2026-02-06,2026-02,2026-02-02,Night,Receive,19,160.04,28514,8930,8847,101,0
552,2026-02-06,2026-02,2026-02-02,Weekend,Receive,38,367.4,66719,19576,19358,204,0
553,2026-02-06,2026-02,2026-02-02,Day,Sort,24,214.31,57364,17424,17232,103,0
554,2026-02-06,2026-02,2026-02-02,Night,Sort,30,254.19,64694,24666,24389,178,1
555,2026-02-06,2026-02,2026-02-02,Weekend,Sort,32,309.68,73010,29850,29554,118,0
556,2026-02-07,2026-02,2026-02-02,Day,Pick,37,366.95,113578,32789,32491,212,0
557,2026-02-07,2026-02,2026-02-02,Night,Pick,34,299.06,84444,36570,36224,205,0
558,2026-02-07,2026-02,2026-02-02,Weekend,Pick,20,180.58,54817,16808,16626,122,0
559,2026-02-07,2026-02,2026-02-02,Day,Pack,37,346.13,97231,27639,27566,124,0
560,2026-02-07,2026-02,2026-02-02,Night,Pack,32,282.64,69717,18998,18836,91,0
